time_ms,gps_speed,gps_heading,lat,lon,blackout,accel_y_mean,accel_y_std,accel_z_std,gyro_z_std,accel_energy,accel_x_mean,accel_x_std,gyro_x_std,accel_energy_2s,accel_z_mean
91421,7.35,71.72,52.406345,-1.49406,False,-0.3928,0.0,0.0,0.0,86.70754339999999,2.1639,0.0,0.0,86.70754339999999,9.3034
91520,7.35,71.72,52.406345,-1.49406,False,-0.23504999999999998,0.22309218946435574,0.3151574923748439,0.051053109601668735,90.87923475,2.2849,0.1711198410471445,0.029698484809834995,90.87923475,9.526250000000001
91620,7.35,71.72,52.406345,-1.49406,False,0.10723333333333333,0.6134808092624685,0.3016209376021489,0.05505642560137736,93.32207587666666,2.130333333333333,0.2937917005862033,0.022205479804168458,93.32207587666666,9.6436
91720,7.35,71.72,52.406345,-1.49406,False,0.195325,0.5309862231420572,0.24792182067471663,0.0493863257052665,93.01961050999999,2.02195,0.3233112483866487,0.01835853570776638,93.01961050999999,9.629325
91820,7.35,71.72,52.406345,-1.49406,False,0.27999999999999997,0.4973017745795806,0.2177131139825982,0.044438575584732694,92.727780684,1.94286,0.33117029305177714,0.016986906722531912,92.727780684,9.6132
91921,7.35,71.72,52.406345,-1.49406,False,0.34190000000000004,0.4699328718019202,0.21655854096910282,0.04677022200788304,92.01137709833331,1.9124999999999999,0.30540037328071484,0.020252176837729483,92.01137709833331,9.574516666666666
92021,7.35,71.72,52.406345,-1.49406,False,0.3231285714285714,0.4318533536371103,0.19797746023702975,0.04903746866767629,91.89205950428571,1.8246428571428572,0.3629829649682514,0.022565671357385398,91.89205950428571,9.570485714285713
92121,7.35,71.72,52.406345,-1.49406,False,0.3867,0.43838961796883047,0.29103626400207505,0.04617953899107885,93.52227492875,1.7195375,0.44867732897452517,0.02543678087786604,93.52227492875,9.6504125
92221,7.35,71.72,52.406345,-1.49406,False,0.38816666666666666,0.41009954279418553,0.32669435044259776,0.044599311778446886,94.69100669777777,1.6556222222222223,0.4614259333245634,0.023999895833107278,94.69100669777777,9.710611111111112
92320,7.35,71.72,52.406345,-1.49406,False,0.38767999999999997,0.3866486196937875,0.3660899318777042,0.04367929206793026,93.490138718,1.6226800000000001,0.4473351013377878,0.032114731822015886,93.490138718,9.64804
92421,7.35,71.72,52.406345,-1.49406,False,0.43084999999999996,0.30538434162725353,0.3502972517099663,0.029969059971169523,93.850806788,1.5552300000000001,0.4055623915557808,0.0268520142012972,93.2014192072727,9.66803
